Latitude,Longitude,County,State,sale_price_sqr_foot,year,housing_units,gross_rent
40.52296482,-74.25150754,Middlesex,NJ,,,,
40.52296482,-74.24834171,Middlesex,NJ,,,,
40.52296482,-74.24517588,Richmond,NY,,,,
40.52296482,-74.24201005,Richmond,NY,,,,
40.52296482,-74.23884422,Richmond,NY,,,,
40.52296482,-74.23567839,Richmond,NY,,,,
40.52296482,-74.23251256,Richmond,NY,,,,
40.52296482,-74.22934673,Richmond,NY,,,,
40.52296482,-74.2261809,Richmond,NY,,,,
40.52296482,-74.22301508,Richmond,NY,,,,
40.52296482,-74.21984925,Richmond,NY,,,,
40.52296482,-74.21668342,Richmond,NY,,,,
40.52296482,-74.21351759,Richmond,NY,,,,
40.52296482,-74.21035176,Richmond,NY,,,,
40.52296482,-74.20718593,Richmond,NY,,,,
40.52296482,-74.2040201,Richmond,NY,,,,
40.52296482,-74.20085427,Richmond,NY,,,,
40.52296482,-74.19768844,Richmond,NY,,,,
40.52296482,-74.19452261,Richmond,NY,,,,
40.52296482,-74.19135678,Richmond,NY,,,,
40.52296482,-74.18819095,Richmond,NY,,,,
40.52296482,-74.18502513,Richmond,NY,,,,
40.52296482,-74.1818593,Richmond,NY,,,,
40.52296482,-74.17869347,Richmond,NY,,,,
40.52296482,-74.17552764,Richmond,NY,,,,
40.52296482,-74.17236181,Richmond,NY,,,,
40.52296482,-74.16919598,Richmond,NY,,,,
40.52296482,-74.16603015,Richmond,NY,,,,
40.52296482,-74.16286432,Richmond,NY,,,,
40.52296482,-74.15969849,Richmond,NY,,,,
40.52296482,-74.15653266,Richmond,NY,,,,
40.52296482,-74.15336683,Richmond,NY,,,,
40.52296482,-74.15020101,Richmond,NY,,,,
40.52296482,-74.14703518,Richmond,NY,,,,
40.52296482,-74.14386935,Richmond,NY,,,,
40.52296482,-74.14070352,Richmond,NY,,,,
40.52296482,-74.13753769,Richmond,NY,,,,
40.52296482,-74.13437186,Richmond,NY,,,,
40.52296482,-74.13120603,Richmond,NY,,,,
40.52296482,-74.1280402,Richmond,NY,,,,
40.52296482,-74.12487437,Richmond,NY,,,,
40.52296482,-74.12170854,Richmond,NY,,,,
40.52296482,-74.11854271,Richmond,NY,,,,
40.52296482,-74.11537688,Richmond,NY,,,,
40.52296482,-74.11221106,Richmond,NY,,,,
40.52296482,-74.10904523,Richmond,NY,,,,
40.52296482,-74.1058794,Richmond,NY,,,,
40.52296482,-74.10271357,Richmond,NY,,,,
40.52296482,-74.09954774,Richmond,NY,,,,
40.52296482,-74.09638191,Richmond,NY,,,,
40.52296482,-74.09321608,Richmond,NY,,,,
40.52296482,-74.09005025,Richmond,NY,,,,
40.52296482,-74.08688442,Richmond,NY,,,,
40.52296482,-74.08371859,Richmond,NY,,,,
40.52296482,-74.08055276,Richmond,NY,,,,
40.52296482,-74.07738693,Richmond,NY,,,,
40.52296482,-74.07422111,Richmond,NY,,,,
40.52296482,-74.07105528,Richmond,NY,,,,
40.52296482,-74.06788945,Richmond,NY,,,,
40.52296482,-74.06472362,Richmond,NY,,,,
40.52296482,-74.06155779,Richmond,NY,,,,
40.52296482,-74.05839196,Richmond,NY,,,,
40.52296482,-74.05522613,Richmond,NY,,,,
40.52296482,-74.0520603,Richmond,NY,,,,
40.52296482,-74.04889447,Richmond,NY,,,,
40.52296482,-74.04572864,Richmond,NY,,,,
40.52296482,-74.04256281,Richmond,NY,,,,
40.52296482,-74.03939698,Queens,NY,,,,
40.52296482,-74.03623116,Queens,NY,,,,
40.52296482,-74.03306533,Queens,NY,,,,
40.52296482,-74.0298995,Queens,NY,,,,
40.52296482,-74.02673367,Queens,NY,,,,
40.52296482,-74.02356784,Queens,NY,,,,
40.52296482,-74.02040201,Queens,NY,,,,
40.52296482,-74.01723618,Queens,NY,,,,
40.52296482,-74.01407035,Queens,NY,,,,
40.52296482,-74.01090452,Queens,NY,,,,
40.52296482,-74.00773869,Queens,NY,,,,
40.52296482,-74.00457286,Queens,NY,,,,
40.52296482,-74.00140704,Queens,NY,,,,
40.52296482,-73.99824121,Queens,NY,,,,
40.52296482,-73.99507538,Queens,NY,,,,
40.52296482,-73.99190955,Queens,NY,,,,
40.52296482,-73.98874372,Queens,NY,,,,
40.52296482,-73.98557789,Queens,NY,,,,
40.52296482,-73.98241206,Queens,NY,,,,
40.52296482,-73.97924623,Queens,NY,,,,
40.52296482,-73.9760804,Queens,NY,,,,
40.52296482,-73.97291457,Queens,NY,,,,
40.52296482,-73.96974874,Queens,NY,,,,
40.52296482,-73.96658291,Queens,NY,,,,
40.52296482,-73.96341709,Monmouth,NJ,,,,
40.52296482,-73.96025126,Monmouth,NJ,,,,
40.52296482,-73.95708543,Monmouth,NJ,,,,
40.52296482,-73.9539196,Monmouth,NJ,,,,
40.52296482,-73.95075377,Monmouth,NJ,,,,
40.52296482,-73.94758794,Monmouth,NJ,,,,
40.52296482,-73.94442211,Queens,NY,,,,
40.52296482,-73.94125628,Queens,NY,,,,
40.52296482,-73.93809045,Queens,NY,,,,
40.52296482,-73.93492462,Queens,NY,,,,
40.52296482,-73.93175879,Queens,NY,,,,
40.52296482,-73.92859296,Queens,NY,,,,
40.52296482,-73.92542714,Queens,NY,,,,
40.52296482,-73.92226131,Queens,NY,,,,
40.52296482,-73.91909548,Queens,NY,,,,
40.52296482,-73.91592965,Queens,NY,,,,
40.52296482,-73.91276382,Queens,NY,,,,
40.52296482,-73.90959799,Queens,NY,,,,
40.52296482,-73.90643216,Queens,NY,,,,
40.52296482,-73.90326633,Queens,NY,,,,
40.52296482,-73.9001005,Queens,NY,,,,
40.52296482,-73.89693467,Queens,NY,,,,
40.52296482,-73.89376884,Queens,NY,,,,
40.52296482,-73.89060302,Queens,NY,,,,
40.52296482,-73.88743719,Queens,NY,,,,
40.52296482,-73.88427136,Queens,NY,,,,
40.52296482,-73.88110553,Queens,NY,,,,
40.52296482,-73.8779397,Queens,NY,,,,
40.52296482,-73.87477387,Queens,NY,,,,
40.52296482,-73.87160804,Queens,NY,,,,
40.52296482,-73.86844221,Queens,NY,,,,
40.52296482,-73.86527638,Queens,NY,,,,
40.52296482,-73.86211055,Queens,NY,,,,
40.52296482,-73.85894472,Queens,NY,,,,
40.52296482,-73.85577889,Queens,NY,,,,
40.52296482,-73.85261307,Queens,NY,,,,
40.52296482,-73.84944724,Queens,NY,,,,
40.52296482,-73.84628141,Queens,NY,,,,
40.52296482,-73.84311558,Queens,NY,,,,
40.52296482,-73.83994975,Queens,NY,,,,
40.52296482,-73.83678392,Queens,NY,,,,
40.52296482,-73.83361809,Queens,NY,,,,
40.52296482,-73.83045226,Queens,NY,,,,
40.52296482,-73.82728643,Queens,NY,,,,
40.52522613,-74.28,Middlesex,NJ,,,,
40.52522613,-74.27683417,Middlesex,NJ,,,,
40.52522613,-74.27366834,Middlesex,NJ,,,,
40.52522613,-74.27050251,Middlesex,NJ,,,,
40.52522613,-74.26733668,Middlesex,NJ,,,,
40.52522613,-74.26417085,Middlesex,NJ,,,,
40.52522613,-74.26100503,Middlesex,NJ,,,,
40.52522613,-74.2578392,Middlesex,NJ,,,,
40.52522613,-74.25467337,Middlesex,NJ,,,,
40.52522613,-74.25150754,Middlesex,NJ,,,,
40.52522613,-74.24834171,Middlesex,NJ,,,,
40.52522613,-74.24517588,Richmond,NY,,,,
40.52522613,-74.24201005,Richmond,NY,,,,
40.52522613,-74.23884422,Richmond,NY,,,,
40.52522613,-74.23567839,Richmond,NY,,,,
40.52522613,-74.23251256,Richmond,NY,,,,
40.52522613,-74.22934673,Richmond,NY,,,,
40.52522613,-74.2261809,Richmond,NY,,,,
40.52522613,-74.22301508,Richmond,NY,,,,
40.52522613,-74.21984925,Richmond,NY,,,,
40.52522613,-74.21668342,Richmond,NY,,,,
40.52522613,-74.21351759,Richmond,NY,,,,
40.52522613,-74.21035176,Richmond,NY,,,,
40.52522613,-74.20718593,Richmond,NY,,,,
40.52522613,-74.2040201,Richmond,NY,,,,
40.52522613,-74.20085427,Richmond,NY,,,,
40.52522613,-74.19768844,Richmond,NY,,,,
40.52522613,-74.19452261,Richmond,NY,,,,
40.52522613,-74.19135678,Richmond,NY,,,,
40.52522613,-74.18819095,Richmond,NY,,,,
40.52522613,-74.18502513,Richmond,NY,,,,
40.52522613,-74.1818593,Richmond,NY,,,,
40.52522613,-74.17869347,Richmond,NY,,,,
40.52522613,-74.17552764,Richmond,NY,,,,
40.52522613,-74.17236181,Richmond,NY,,,,
40.52522613,-74.16919598,Richmond,NY,,,,
40.52522613,-74.16603015,Richmond,NY,,,,
40.52522613,-74.16286432,Richmond,NY,,,,
40.52522613,-74.15969849,Richmond,NY,,,,
40.52522613,-74.15653266,Richmond,NY,,,,
40.52522613,-74.15336683,Richmond,NY,,,,
40.52522613,-74.15020101,Richmond,NY,,,,
40.52522613,-74.14703518,Richmond,NY,,,,
40.52522613,-74.14386935,Richmond,NY,,,,
40.52522613,-74.14070352,Richmond,NY,,,,
40.52522613,-74.13753769,Richmond,NY,,,,
40.52522613,-74.13437186,Richmond,NY,,,,
40.52522613,-74.13120603,Richmond,NY,,,,
40.52522613,-74.1280402,Richmond,NY,,,,
40.52522613,-74.12487437,Richmond,NY,,,,
40.52522613,-74.12170854,Richmond,NY,,,,
40.52522613,-74.11854271,Richmond,NY,,,,
40.52522613,-74.11537688,Richmond,NY,,,,
40.52522613,-74.11221106,Richmond,NY,,,,
40.52522613,-74.10904523,Richmond,NY,,,,
40.52522613,-74.1058794,Richmond,NY,,,,
40.52522613,-74.10271357,Richmond,NY,,,,
40.52522613,-74.09954774,Richmond,NY,,,,
40.52522613,-74.09638191,Richmond,NY,,,,
40.52522613,-74.09321608,Richmond,NY,,,,
40.52522613,-74.09005025,Richmond,NY,,,,
40.52522613,-74.08688442,Richmond,NY,,,,
40.52522613,-74.08371859,Richmond,NY,,,,
40.52522613,-74.08055276,Richmond,NY,,,,
40.52522613,-74.07738693,Richmond,NY,,,,
40.52522613,-74.07422111,Richmond,NY,,,,
40.52522613,-74.07105528,Richmond,NY,,,,
40.52522613,-74.06788945,Richmond,NY,,,,
40.52522613,-74.06472362,Richmond,NY,,,,
40.52522613,-74.06155779,Richmond,NY,,,,
40.52522613,-74.05839196,Richmond,NY,,,,
40.52522613,-74.05522613,Richmond,NY,,,,
40.52522613,-74.0520603,Richmond,NY,,,,
40.52522613,-74.04889447,Richmond,NY,,,,
40.52522613,-74.04572864,Richmond,NY,,,,
40.52522613,-74.04256281,Richmond,NY,,,,
40.52522613,-74.03939698,Queens,NY,,,,
40.52522613,-74.03623116,Queens,NY,,,,
40.52522613,-74.03306533,Queens,NY,,,,
40.52522613,-74.0298995,Queens,NY,,,,
40.52522613,-74.02673367,Queens,NY,,,,
40.52522613,-74.02356784,Queens,NY,,,,
40.52522613,-74.02040201,Queens,NY,,,,
40.52522613,-74.01723618,Queens,NY,,,,
40.52522613,-74.01407035,Queens,NY,,,,
40.52522613,-74.01090452,Queens,NY,,,,
40.52522613,-74.00773869,Queens,NY,,,,
40.52522613,-74.00457286,Queens,NY,,,,
40.52522613,-74.00140704,Queens,NY,,,,
40.52522613,-73.99824121,Queens,NY,,,,
40.52522613,-73.99507538,Queens,NY,,,,
40.52522613,-73.99190955,Queens,NY,,,,
40.52522613,-73.98874372,Queens,NY,,,,
40.52522613,-73.98557789,Queens,NY,,,,
40.52522613,-73.98241206,Queens,NY,,,,
40.52522613,-73.97924623,Queens,NY,,,,
40.52522613,-73.9760804,Queens,NY,,,,
40.52522613,-73.97291457,Queens,NY,,,,
40.52522613,-73.96974874,Queens,NY,,,,
40.52522613,-73.96658291,Queens,NY,,,,
40.52522613,-73.96341709,Queens,NY,,,,
40.52522613,-73.96025126,Queens,NY,,,,
40.52522613,-73.95708543,Queens,NY,,,,
40.52522613,-73.9539196,Queens,NY,,,,
40.52522613,-73.95075377,Monmouth,NJ,,,,
40.52522613,-73.94758794,Queens,NY,,,,
40.52522613,-73.94442211,Queens,NY,,,,
40.52522613,-73.94125628,Queens,NY,,,,
40.52522613,-73.93809045,Queens,NY,,,,
40.52522613,-73.93492462,Queens,NY,,,,
40.52522613,-73.93175879,Queens,NY,,,,
40.52522613,-73.92859296,Queens,NY,,,,
40.52522613,-73.92542714,Queens,NY,,,,
40.52522613,-73.92226131,Queens,NY,,,,
40.52522613,-73.91909548,Queens,NY,,,,
40.52522613,-73.91592965,Queens,NY,,,,
40.52522613,-73.91276382,Queens,NY,,,,
40.52522613,-73.90959799,Queens,NY,,,,
40.52522613,-73.90643216,Queens,NY,,,,
40.52522613,-73.90326633,Queens,NY,,,,
40.52522613,-73.9001005,Queens,NY,,,,
40.52522613,-73.89693467,Queens,NY,,,,
40.52522613,-73.89376884,Queens,NY,,,,
40.52522613,-73.89060302,Queens,NY,,,,
40.52522613,-73.88743719,Queens,NY,,,,
40.52522613,-73.88427136,Queens,NY,,,,
40.52522613,-73.88110553,Queens,NY,,,,
40.52522613,-73.8779397,Queens,NY,,,,
40.52522613,-73.87477387,Queens,NY,,,,
40.52522613,-73.87160804,Queens,NY,,,,
40.52522613,-73.86844221,Queens,NY,,,,
40.52522613,-73.86527638,Queens,NY,,,,
40.52522613,-73.86211055,Queens,NY,,,,
40.52522613,-73.85894472,Queens,NY,,,,
40.52522613,-73.85577889,Queens,NY,,,,
40.52522613,-73.85261307,Queens,NY,,,,
40.52522613,-73.84944724,Queens,NY,,,,
40.52522613,-73.84628141,Queens,NY,,,,
40.52522613,-73.84311558,Queens,NY,,,,
40.52522613,-73.83994975,Queens,NY,,,,
40.52522613,-73.83678392,Queens,NY,,,,
40.52522613,-73.83361809,Queens,NY,,,,
40.52522613,-73.83045226,Queens,NY,,,,
40.52522613,-73.82728643,Queens,NY,,,,
40.52522613,-73.8241206,Queens,NY,,,,
40.52522613,-73.82095477,Queens,NY,,,,
40.52522613,-73.81778894,Queens,NY,,,,
40.52748744,-74.28,Middlesex,NJ,,,,
40.52748744,-74.27683417,Middlesex,NJ,,,,
40.52748744,-74.27366834,Middlesex,NJ,,,,
40.52748744,-74.27050251,Middlesex,NJ,,,,
40.52748744,-74.26733668,Middlesex,NJ,,,,
40.52748744,-74.26417085,Middlesex,NJ,,,,
40.52748744,-74.26100503,Middlesex,NJ,,,,
40.52748744,-74.2578392,Middlesex,NJ,,,,
40.52748744,-74.25467337,Middlesex,NJ,,,,
40.52748744,-74.25150754,Middlesex,NJ,,,,
40.52748744,-74.24834171,Middlesex,NJ,,,,
40.52748744,-74.24517588,Richmond,NY,,,,
40.52748744,-74.24201005,Richmond,NY,,,,
40.52748744,-74.23884422,Richmond,NY,,,,
40.52748744,-74.23567839,Richmond,NY,,,,
40.52748744,-74.23251256,Richmond,NY,,,,
40.52748744,-74.22934673,Richmond,NY,,,,
40.52748744,-74.2261809,Richmond,NY,,,,
40.52748744,-74.22301508,Richmond,NY,,,,
40.52748744,-74.21984925,Richmond,NY,,,,
40.52748744,-74.21668342,Richmond,NY,,,,
40.52748744,-74.21351759,Richmond,NY,,,,
40.52748744,-74.21035176,Richmond,NY,,,,
40.52748744,-74.20718593,Richmond,NY,,,,
40.52748744,-74.2040201,Richmond,NY,,,,
40.52748744,-74.20085427,Richmond,NY,,,,
40.52748744,-74.19768844,Richmond,NY,,,,
40.52748744,-74.19452261,Richmond,NY,,,,
40.52748744,-74.19135678,Richmond,NY,,,,
40.52748744,-74.18819095,Richmond,NY,,,,
40.52748744,-74.18502513,Richmond,NY,,,,
40.52748744,-74.1818593,Richmond,NY,,,,
40.52748744,-74.17869347,Richmond,NY,,,,
40.52748744,-74.17552764,Richmond,NY,,,,
40.52748744,-74.17236181,Richmond,NY,,,,
40.52748744,-74.16919598,Richmond,NY,,,,
40.52748744,-74.16603015,Richmond,NY,,,,
40.52748744,-74.16286432,Richmond,NY,,,,
40.52748744,-74.15969849,Richmond,NY,,,,
40.52748744,-74.15653266,Richmond,NY,,,,
40.52748744,-74.15336683,Richmond,NY,,,,
40.52748744,-74.15020101,Richmond,NY,,,,
40.52748744,-74.14703518,Richmond,NY,,,,
40.52748744,-74.14386935,Richmond,NY,,,,
40.52748744,-74.14070352,Richmond,NY,,,,
40.52748744,-74.13753769,Richmond,NY,,,,
40.52748744,-74.13437186,Richmond,NY,,,,
40.52748744,-74.13120603,Richmond,NY,,,,
40.52748744,-74.1280402,Richmond,NY,,,,
40.52748744,-74.12487437,Richmond,NY,,,,
40.52748744,-74.12170854,Richmond,NY,,,,
40.52748744,-74.11854271,Richmond,NY,,,,
40.52748744,-74.11537688,Richmond,NY,,,,
40.52748744,-74.11221106,Richmond,NY,,,,
40.52748744,-74.10904523,Richmond,NY,,,,
40.52748744,-74.1058794,Richmond,NY,,,,
40.52748744,-74.10271357,Richmond,NY,,,,
40.52748744,-74.09954774,Richmond,NY,,,,
40.52748744,-74.09638191,Richmond,NY,,,,
40.52748744,-74.09321608,Richmond,NY,,,,
40.52748744,-74.09005025,Richmond,NY,,,,
40.52748744,-74.08688442,Richmond,NY,,,,
40.52748744,-74.08371859,Richmond,NY,,,,
40.52748744,-74.08055276,Richmond,NY,,,,
40.52748744,-74.07738693,Richmond,NY,,,,
40.52748744,-74.07422111,Richmond,NY,,,,
40.52748744,-74.07105528,Richmond,NY,,,,
40.52748744,-74.06788945,Richmond,NY,,,,
40.52748744,-74.06472362,Richmond,NY,,,,
40.52748744,-74.06155779,Richmond,NY,,,,
40.52748744,-74.05839196,Richmond,NY,,,,
40.52748744,-74.05522613,Richmond,NY,,,,
40.52748744,-74.0520603,Richmond,NY,,,,
40.52748744,-74.04889447,Richmond,NY,,,,
40.52748744,-74.04572864,Richmond,NY,,,,
40.52748744,-74.04256281,Richmond,NY,,,,
40.52748744,-74.03939698,Queens,NY,,,,
40.52748744,-74.03623116,Queens,NY,,,,
40.52748744,-74.03306533,Queens,NY,,,,
40.52748744,-74.0298995,Queens,NY,,,,
40.52748744,-74.02673367,Queens,NY,,,,
40.52748744,-74.02356784,Queens,NY,,,,
40.52748744,-74.02040201,Queens,NY,,,,
40.52748744,-74.01723618,Queens,NY,,,,
40.52748744,-74.01407035,Queens,NY,,,,
40.52748744,-74.01090452,Queens,NY,,,,
40.52748744,-74.00773869,Queens,NY,,,,
40.52748744,-74.00457286,Queens,NY,,,,
40.52748744,-74.00140704,Queens,NY,,,,
40.52748744,-73.99824121,Queens,NY,,,,
40.52748744,-73.99507538,Queens,NY,,,,
40.52748744,-73.99190955,Queens,NY,,,,
40.52748744,-73.98874372,Queens,NY,,,,
40.52748744,-73.98557789,Queens,NY,,,,
40.52748744,-73.98241206,Queens,NY,,,,
40.52748744,-73.97924623,Queens,NY,,,,
40.52748744,-73.9760804,Queens,NY,,,,
40.52748744,-73.97291457,Queens,NY,,,,
40.52748744,-73.96974874,Queens,NY,,,,
40.52748744,-73.96658291,Queens,NY,,,,
40.52748744,-73.96341709,Queens,NY,,,,
40.52748744,-73.96025126,Queens,NY,,,,
40.52748744,-73.95708543,Queens,NY,,,,
40.52748744,-73.9539196,Queens,NY,,,,
40.52748744,-73.95075377,Queens,NY,,,,
40.52748744,-73.94758794,Queens,NY,,,,
40.52748744,-73.94442211,Queens,NY,,,,
40.52748744,-73.94125628,Queens,NY,,,,
40.52748744,-73.93809045,Queens,NY,,,,
40.52748744,-73.93492462,Queens,NY,,,,
40.52748744,-73.93175879,Queens,NY,,,,
40.52748744,-73.92859296,Queens,NY,,,,
40.52748744,-73.92542714,Queens,NY,,,,
40.52748744,-73.92226131,Queens,NY,,,,
40.52748744,-73.91909548,Queens,NY,,,,
40.52748744,-73.91592965,Queens,NY,,,,
40.52748744,-73.91276382,Queens,NY,,,,
40.52748744,-73.90959799,Queens,NY,,,,
40.52748744,-73.90643216,Queens,NY,,,,
40.52748744,-73.90326633,Queens,NY,,,,
40.52748744,-73.9001005,Queens,NY,,,,
40.52748744,-73.89693467,Queens,NY,,,,
40.52748744,-73.89376884,Queens,NY,,,,
40.52748744,-73.89060302,Queens,NY,,,,
40.52748744,-73.88743719,Queens,NY,,,,
40.52748744,-73.88427136,Queens,NY,,,,
40.52748744,-73.88110553,Queens,NY,,,,
40.52748744,-73.8779397,Queens,NY,,,,
40.52748744,-73.87477387,Queens,NY,,,,
40.52748744,-73.87160804,Queens,NY,,,,
40.52748744,-73.86844221,Queens,NY,,,,
40.52748744,-73.86527638,Queens,NY,,,,
40.52748744,-73.86211055,Queens,NY,,,,
40.52748744,-73.85894472,Queens,NY,,,,
40.52748744,-73.85577889,Queens,NY,,,,
40.52748744,-73.85261307,Queens,NY,,,,
40.52748744,-73.84944724,Queens,NY,,,,
40.52748744,-73.84628141,Queens,NY,,,,
40.52748744,-73.84311558,Queens,NY,,,,
40.52748744,-73.83994975,Queens,NY,,,,
40.52748744,-73.83678392,Queens,NY,,,,
40.52748744,-73.83361809,Queens,NY,,,,
40.52748744,-73.83045226,Queens,NY,,,,
40.52748744,-73.82728643,Queens,NY,,,,
40.52748744,-73.8241206,Queens,NY,,,,
40.52748744,-73.82095477,Queens,NY,,,,
40.52748744,-73.81778894,Queens,NY,,,,
40.52748744,-73.81462312,Queens,NY,,,,
40.52748744,-73.81145729,Queens,NY,,,,
40.52748744,-73.80829146,Queens,NY,,,,
40.52974874,-74.28,Middlesex,NJ,,,,
40.52974874,-74.27683417,Middlesex,NJ,,,,
40.52974874,-74.27366834,Middlesex,NJ,,,,
40.52974874,-74.27050251,Middlesex,NJ,,,,
40.52974874,-74.26733668,Middlesex,NJ,,,,
40.52974874,-74.26417085,Middlesex,NJ,,,,
40.52974874,-74.26100503,Middlesex,NJ,,,,
40.52974874,-74.2578392,Middlesex,NJ,,,,
40.52974874,-74.25467337,Middlesex,NJ,,,,
40.52974874,-74.25150754,Middlesex,NJ,,,,
40.52974874,-74.24834171,Middlesex,NJ,,,,
40.52974874,-74.24517588,Richmond,NY,,,,
40.52974874,-74.24201005,Richmond,NY,,,,
40.52974874,-74.23884422,Richmond,NY,,,,
40.52974874,-74.23567839,Richmond,NY,,,,
40.52974874,-74.23251256,Richmond,NY,,,,
40.52974874,-74.22934673,Richmond,NY,,,,
40.52974874,-74.2261809,Richmond,NY,,,,
40.52974874,-74.22301508,Richmond,NY,,,,
40.52974874,-74.21984925,Richmond,NY,,,,
40.52974874,-74.21668342,Richmond,NY,,,,
40.52974874,-74.21351759,Richmond,NY,,,,
40.52974874,-74.21035176,Richmond,NY,,,,
40.52974874,-74.20718593,Richmond,NY,,,,
40.52974874,-74.2040201,Richmond,NY,,,,
40.52974874,-74.20085427,Richmond,NY,,,,
40.52974874,-74.19768844,Richmond,NY,,,,
40.52974874,-74.19452261,Richmond,NY,,,,
40.52974874,-74.19135678,Richmond,NY,,,,
40.52974874,-74.18819095,Richmond,NY,,,,
40.52974874,-74.18502513,Richmond,NY,,,,
40.52974874,-74.1818593,Richmond,NY,,,,
40.52974874,-74.17869347,Richmond,NY,,,,
40.52974874,-74.17552764,Richmond,NY,,,,
40.52974874,-74.17236181,Richmond,NY,,,,
40.52974874,-74.16919598,Richmond,NY,,,,
40.52974874,-74.16603015,Richmond,NY,,,,
40.52974874,-74.16286432,Richmond,NY,,,,
40.52974874,-74.15969849,Richmond,NY,,,,
40.52974874,-74.15653266,Richmond,NY,,,,
40.52974874,-74.15336683,Richmond,NY,,,,
40.52974874,-74.15020101,Richmond,NY,,,,
40.52974874,-74.14703518,Richmond,NY,,,,
40.52974874,-74.14386935,Richmond,NY,,,,
40.52974874,-74.14070352,Richmond,NY,,,,
40.52974874,-74.13753769,Richmond,NY,,,,
40.52974874,-74.13437186,Richmond,NY,,,,
40.52974874,-74.13120603,Richmond,NY,,,,
40.52974874,-74.1280402,Richmond,NY,,,,
40.52974874,-74.12487437,Richmond,NY,,,,
40.52974874,-74.12170854,Richmond,NY,,,,
40.52974874,-74.11854271,Richmond,NY,,,,
40.52974874,-74.11537688,Richmond,NY,,,,
40.52974874,-74.11221106,Richmond,NY,,,,
40.52974874,-74.10904523,Richmond,NY,,,,
40.52974874,-74.1058794,Richmond,NY,,,,
40.52974874,-74.10271357,Richmond,NY,,,,
40.52974874,-74.09954774,Richmond,NY,,,,
40.52974874,-74.09638191,Richmond,NY,,,,
40.52974874,-74.09321608,Richmond,NY,,,,
40.52974874,-74.09005025,Richmond,NY,,,,
40.52974874,-74.08688442,Richmond,NY,,,,
40.52974874,-74.08371859,Richmond,NY,,,,
40.52974874,-74.08055276,Richmond,NY,,,,
40.52974874,-74.07738693,Richmond,NY,,,,
40.52974874,-74.07422111,Richmond,NY,,,,
40.52974874,-74.07105528,Richmond,NY,,,,
40.52974874,-74.06788945,Richmond,NY,,,,
40.52974874,-74.06472362,Richmond,NY,,,,
40.52974874,-74.06155779,Richmond,NY,,,,
40.52974874,-74.05839196,Richmond,NY,,,,
40.52974874,-74.05522613,Richmond,NY,,,,
40.52974874,-74.0520603,Richmond,NY,,,,
40.52974874,-74.04889447,Richmond,NY,,,,
40.52974874,-74.04572864,Richmond,NY,,,,
40.52974874,-74.04256281,Richmond,NY,,,,
40.52974874,-74.03939698,Richmond,NY,,,,
40.52974874,-74.03623116,Queens,NY,,,,
40.52974874,-74.03306533,Queens,NY,,,,
40.52974874,-74.0298995,Queens,NY,,,,
40.52974874,-74.02673367,Queens,NY,,,,
40.52974874,-74.02356784,Queens,NY,,,,
40.52974874,-74.02040201,Queens,NY,,,,
40.52974874,-74.01723618,Queens,NY,,,,
40.52974874,-74.01407035,Queens,NY,,,,
40.52974874,-74.01090452,Queens,NY,,,,
40.52974874,-74.00773869,Queens,NY,,,,
40.52974874,-74.00457286,Queens,NY,,,,
40.52974874,-74.00140704,Queens,NY,sale_price_sqr_foot,year,housing_units,gross_rent
40.52974874,-73.99824121,Queens,NY,291.1829455,2010,372560,1239
40.52974874,-73.99507538,Queens,NY,267.9325827,2010,372560,1239
40.52974874,-73.99190955,Queens,NY,170.0986654,2010,372560,1239
40.52974874,-73.98874372,Queens,NY,347.3949194,2010,372560,1239
40.52974874,-73.98557789,Queens,NY,319.0276226,2010,372560,1239
40.52974874,-73.98241206,Queens,NY,418.1724927,2010,372560,1239
40.52974874,-73.97924623,Queens,NY,369.359338,2010,372560,1239
40.52974874,-73.9760804,Queens,NY,569.3799679,2010,372560,1239
40.52974874,-73.97291457,Queens,NY,165.6457301,2010,372560,1239
40.52974874,-73.96974874,Queens,NY,456.9308222,2010,372560,1239
40.52974874,-73.96658291,Queens,NY,241.8045521,2010,372560,1239
40.52974874,-73.96341709,Queens,NY,403.1183126,2010,372560,1239
40.52974874,-73.96025126,Queens,NY,364.9283357,2010,372560,1239
40.52974874,-73.95708543,Queens,NY,401.7499666,2010,372560,1239
40.52974874,-73.9539196,Queens,NY,162.82121,2010,372560,1239
40.52974874,-73.95075377,Queens,NY,209.0493266,2010,372560,1239
40.52974874,-73.94758794,Queens,NY,715.5864381,2010,372560,1239
40.52974874,-73.94442211,Queens,NY,551.8011188,2010,372560,1239
40.52974874,-73.94125628,Queens,NY,254.4737791,2010,372560,1239
40.52974874,-73.93809045,Queens,NY,272.2849796,2010,372560,1239
40.52974874,-73.93492462,Queens,NY,170.6249199,2010,372560,1239
40.52974874,-73.93175879,Queens,NY,275.0566856,2010,372560,1239
40.52974874,-73.92859296,Queens,NY,238.3500204,2010,372560,1239
40.52974874,-73.92542714,Queens,NY,199.7020038,2010,372560,1239
40.52974874,-73.92226131,Queens,NY,285.8223585,2010,372560,1239
40.52974874,-73.91909548,Queens,NY,275.7697296,2010,372560,1239
40.52974874,-73.91592965,Queens,NY,419.8878119,2010,372560,1239
40.52974874,-73.91276382,Queens,NY,320.7969105,2010,372560,1239
40.52974874,-73.90959799,Queens,NY,398.458876,2010,372560,1239
40.52974874,-73.90643216,Queens,NY,374.057636,2010,372560,1239
